villcode,county,district,village,agree_2025,disagree_2025,2021_agree,2021_disagree,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
10010040020,嘉義縣,大林鎮,三角里,155,38,132,163,23,-125,17.424,-76.687
10010040021,嘉義縣,大林鎮,三村里,160,38,146,195,14,-157,9.589,-80.513
10010150001,嘉義縣,梅山鄉,梅東村,348,130,311,494,37,-364,11.897,-73.684
10010150002,嘉義縣,梅山鄉,梅南村,177,51,167,185,10,-134,5.988,-72.432
10010150004,嘉義縣,梅山鄉,梅北村,739,249,610,931,129,-682,21.148,-73.255
10010150003,嘉義縣,梅山鄉,過山村,89,41,64,130,25,-89,39.062,-68.462
10010150005,嘉義縣,梅山鄉,圳南村,64,17,57,90,7,-73,12.281,-81.111
10010150008,嘉義縣,梅山鄉,圳北村,108,39,73,108,35,-69,47.945,-63.889
10010150010,嘉義縣,梅山鄉,双溪村,94,25,78,127,16,-102,20.513,-80.315
10010150009,嘉義縣,梅山鄉,大南村,271,80,216,340,55,-260,25.463,-76.471
10010150011,嘉義縣,梅山鄉,安靖村,108,25,90,135,18,-110,20.0,-81.481
10010150006,嘉義縣,梅山鄉,永興村,95,30,77,105,18,-75,23.377,-71.429
10010150007,嘉義縣,梅山鄉,半天村,58,20,39,69,19,-49,48.718,-71.014
10010150012,嘉義縣,梅山鄉,太平村,96,26,65,74,31,-48,47.692,-64.865
10010150014,嘉義縣,梅山鄉,太興村,96,15,88,65,8,-50,9.091,-76.923
10010150018,嘉義縣,梅山鄉,龍眼村,66,23,31,93,35,-70,112.903,-75.269
10010150013,嘉義縣,梅山鄉,碧湖村,61,11,38,45,23,-34,60.526,-75.556
10010150015,嘉義縣,梅山鄉,瑞峯村,138,22,109,97,29,-75,26.606,-77.32
10010150016,嘉義縣,梅山鄉,瑞里村,128,20,114,68,14,-48,12.281,-70.588
10010150017,嘉義縣,梅山鄉,太和村,161,34,92,145,69,-111,75.0,-76.552
10010070001,嘉義縣,新港鄉,宮前村,419,142,417,566,2,-424,0.48,-74.912
10010070002,嘉義縣,新港鄉,宮後村,221,126,215,438,6,-312,2.791,-71.233
10010070003,嘉義縣,新港鄉,大興村,217,107,204,382,13,-275,6.373,-71.99
10010070004,嘉義縣,新港鄉,福德村,268,106,235,397,33,-291,14.043,-73.3
10010070005,嘉義縣,新港鄉,古民村,163,91,107,421,56,-330,52.336,-78.385
10010070006,嘉義縣,新港鄉,中庄村,196,132,162,479,34,-347,20.988,-72.443
10010070007,嘉義縣,新港鄉,大潭村,198,118,164,467,34,-349,20.732,-74.732
10010070008,嘉義縣,新港鄉,西庄村,125,63,131,247,-6,-184,-4.58,-74.494
10010070009,嘉義縣,新港鄉,埤子村,64,59,49,166,15,-107,30.612,-64.458
10010070010,嘉義縣,新港鄉,南崙村,78,96,45,312,33,-216,73.333,-69.231
10010070011,嘉義縣,新港鄉,北崙村,24,30,27,141,-3,-111,-11.111,-78.723
10010070012,嘉義縣,新港鄉,海瀛村,81,26,59,136,22,-110,37.288,-80.882
10010070013,嘉義縣,新港鄉,月眉村,188,172,177,574,11,-402,6.215,-70.035
10010070014,嘉義縣,新港鄉,月潭村,205,122,140,448,65,-326,46.429,-72.768
10010070015,嘉義縣,新港鄉,溪北村,173,98,132,377,41,-279,31.061,-74.005
10010070018,嘉義縣,新港鄉,菜公村,173,71,125,247,48,-176,38.4,-71.255
10010070017,嘉義縣,新港鄉,中洋村,160,64,156,249,4,-185,2.564,-74.297
10010070016,嘉義縣,新港鄉,三間村,296,104,212,342,84,-238,39.623,-69.591
10010070019,嘉義縣,新港鄉,安和村,114,56,83,271,31,-215,37.349,-79.336
10010070020,嘉義縣,新港鄉,潭大村,132,69,132,296,0,-227,0.0,-76.689
10010070021,嘉義縣,新港鄉,南港村,151,65,111,273,40,-208,36.036,-76.19
10010070022,嘉義縣,新港鄉,板頭村,91,51,65,141,26,-90,40.0,-63.83
10010070023,嘉義縣,新港鄉,共和村,111,64,88,240,23,-176,26.136,-73.333
10010050001,嘉義縣,民雄鄉,東榮村,441,159,416,523,25,-364,6.01,-69.598
10010050002,嘉義縣,民雄鄉,中樂村,317,124,313,363,4,-239,1.278,-65.84
10010050003,嘉義縣,民雄鄉,西安村,588,246,537,858,51,-612,9.497,-71.329
10010050004,嘉義縣,民雄鄉,寮頂村,427,171,321,551,106,-380,33.022,-68.966
10010050005,嘉義縣,民雄鄉,福權村,262,144,217,460,45,-316,20.737,-68.696
10010050006,嘉義縣,民雄鄉,東湖村,313,93,256,387,57,-294,22.266,-75.969
10010050007,嘉義縣,民雄鄉,頂崙村,255,89,223,344,32,-255,14.35,-74.128
10010050008,嘉義縣,民雄鄉,菁埔村,213,121,164,526,49,-405,29.878,-76.996
10010050009,嘉義縣,民雄鄉,中和村,204,69,153,212,51,-143,33.333,-67.453
10010050010,嘉義縣,民雄鄉,平和村,161,59,119,230,42,-171,35.294,-74.348
10010050011,嘉義縣,民雄鄉,西昌村,131,80,99,246,32,-166,32.323,-67.48
10010050012,嘉義縣,民雄鄉,豊收村,419,160,359,476,60,-316,16.713,-66.387
10010050013,嘉義縣,民雄鄉,三興村,295,129,252,348,43,-219,17.063,-62.931
10010050014,嘉義縣,民雄鄉,東興村,91,29,75,132,16,-103,21.333,-78.03
10010050015,嘉義縣,民雄鄉,鎮北村,289,96,179,275,110,-179,61.453,-65.091
10010050022,嘉義縣,民雄鄉,北斗村,999,304,770,1163,229,-859,29.74,-73.861
10010050023,嘉義縣,民雄鄉,双福村,485,199,439,516,46,-317,10.478,-61.434
10010050028,嘉義縣,民雄鄉,福樂村,1292,462,1041,1530,251,-1068,24.111,-69.804
10010050024,嘉義縣,民雄鄉,大崎村,452,149,365,519,87,-370,23.836,-71.291
10010050025,嘉義縣,民雄鄉,秀林村,446,226,305,724,141,-498,46.23,-68.785
10010050026,嘉義縣,民雄鄉,松山村,265,92,213,377,52,-285,24.413,-75.597
10010050016,嘉義縣,民雄鄉,興中村,289,123,247,424,42,-301,17.004,-70.991
10010050017,嘉義縣,民雄鄉,興南村,468,182,372,561,96,-379,25.806,-67.558
10010050027,嘉義縣,民雄鄉,金興村,566,213,448,686,118,-473,26.339,-68.95
10010050018,嘉義縣,民雄鄉,福興村,349,186,305,548,44,-362,14.426,-66.058
10010050019,嘉義縣,民雄鄉,文隆村,534,163,431,561,103,-398,23.898,-70.945
10010050020,嘉義縣,民雄鄉,山中村,648,292,470,911,178,-619,37.872,-67.947
10010050021,嘉義縣,民雄鄉,中央村,179,102,154,360,25,-258,16.234,-71.667
10010140001,嘉義縣,竹崎鄉,竹崎村,433,135,398,569,35,-434,8.794,-76.274
10010140002,嘉義縣,竹崎鄉,和平村,353,99,253,475,100,-376,39.526,-79.158
10010140003,嘉義縣,竹崎鄉,坑頭村,116,36,91,143,25,-107,27.473,-74.825
10010140004,嘉義縣,竹崎鄉,沙坑村,105,73,76,231,29,-158,38.158,-68.398
10010140005,嘉義縣,竹崎鄉,獅埜村,199,78,154,348,45,-270,29.221,-77.586
10010140006,嘉義縣,竹崎鄉,義和村,132,59,111,184,21,-125,18.919,-67.935
10010140007,嘉義縣,竹崎鄉,義仁村,155,57,104,204,51,-147,49.038,-72.059
10010140008,嘉義縣,竹崎鄉,灣橋村,988,330,882,1104,106,-774,12.018,-70.109
10010140009,嘉義縣,竹崎鄉,鹿滿村,251,98,192,358,59,-260,30.729,-72.626
10010140010,嘉義縣,竹崎鄉,紫雲村,207,62,197,271,10,-209,5.076,-77.122
10010140011,嘉義縣,竹崎鄉,內埔村,247,105,218,399,29,-294,13.303,-73.684
10010140012,嘉義縣,竹崎鄉,昇平村,221,51,165,324,56,-273,33.939,-84.259
10010140014,嘉義縣,竹崎鄉,桃源村,131,26,123,187,8,-161,6.504,-86.096
10010140013,嘉義縣,竹崎鄉,白杞村,73,20,72,103,1,-83,1.389,-80.583
10010140015,嘉義縣,竹崎鄉,塘興村,161,37,138,160,23,-123,16.667,-76.875
10010140016,嘉義縣,竹崎鄉,義隆村,113,35,80,133,33,-98,41.25,-73.684
10010140017,嘉義縣,竹崎鄉,龍山村,218,92,184,419,34,-327,18.478,-78.043
10010140018,嘉義縣,竹崎鄉,文峯村,80,27,82,137,-2,-110,-2.439,-80.292
10010140019,嘉義縣,竹崎鄉,金獅村,62,16,63,94,-1,-78,-1.587,-82.979
10010140020,嘉義縣,竹崎鄉,復金村,313,96,219,414,94,-318,42.922,-76.812
10010140021,嘉義縣,竹崎鄉,緞繻村,127,26,125,147,2,-121,1.6,-82.313
10010140022,嘉義縣,竹崎鄉,仁壽村,12,12,15,51,-3,-39,-20.0,-76.471
10010140023,嘉義縣,竹崎鄉,中和村,132,26,87,154,45,-128,51.724,-83.117
10010140024,嘉義縣,竹崎鄉,光華村,99,31,99,107,0,-76,0.0,-71.028
10010130006,嘉義縣,中埔鄉,富收村,466,191,398,661,68,-470,17.085,-71.104
10010130007,嘉義縣,中埔鄉,和睦村,552,189,476,758,76,-569,15.966,-75.066
10010130008,嘉義縣,中埔鄉,和美村,1276,487,1116,1548,160,-1061,14.337,-68.54
10010130009,嘉義縣,中埔鄉,和興村,921,356,782,1243,139,-887,17.775,-71.36
10010130001,嘉義縣,中埔鄉,中埔村,274,85,232,380,42,-295,18.103,-77.632
10010130002,嘉義縣,中埔鄉,塩舘村,172,51,144,228,28,-177,19.444,-77.632
10010130005,嘉義縣,中埔鄉,金蘭村,228,77,185,275,43,-198,23.243,-72.0
10010130010,嘉義縣,中埔鄉,隆興村,288,111,252,394,36,-283,14.286,-71.827
10010130011,嘉義縣,中埔鄉,義仁村,204,85,153,361,51,-276,33.333,-76.454
10010130012,嘉義縣,中埔鄉,社口村,344,87,271,445,73,-358,26.937,-80.449
10010130013,嘉義縣,中埔鄉,灣潭村,143,52,112,209,31,-157,27.679,-75.12
10010130004,嘉義縣,中埔鄉,裕民村,96,77,84,258,12,-181,14.286,-70.155
10010130003,嘉義縣,中埔鄉,龍門村,132,35,124,198,8,-163,6.452,-82.323
10010130014,嘉義縣,中埔鄉,石硦村,218,32,155,256,63,-224,40.645,-87.5
10010130015,嘉義縣,中埔鄉,頂埔村,136,56,101,241,35,-185,34.653,-76.763
10010130016,嘉義縣,中埔鄉,同仁村,305,104,217,440,88,-336,40.553,-76.364
10010130020,嘉義縣,中埔鄉,深坑村,124,43,106,153,18,-110,16.981,-71.895
10010130019,嘉義縣,中埔鄉,三層村,70,43,58,138,12,-95,20.69,-68.841
10010130017,嘉義縣,中埔鄉,瑞豐村,133,29,97,127,36,-98,37.113,-77.165
10010130018,嘉義縣,中埔鄉,沄水村,151,46,118,221,33,-175,27.966,-79.186
10010130021,嘉義縣,中埔鄉,東興村,86,15,68,87,18,-72,26.471,-82.759
10010130022,嘉義縣,中埔鄉,中崙村,62,9,48,54,14,-45,29.167,-83.333
10010160001,嘉義縣,番路鄉,江西村,238,66,226,211,12,-145,5.31,-68.72
10010160002,嘉義縣,番路鄉,內甕村,66,30,78,90,-12,-60,-15.385,-66.667
10010160003,嘉義縣,番路鄉,新福村,194,75,159,251,35,-176,22.013,-70.12
10010160004,嘉義縣,番路鄉,下坑村,340,87,288,383,52,-296,18.056,-77.285
10010160005,嘉義縣,番路鄉,番路村,147,53,118,176,29,-123,24.576,-69.886
10010160006,嘉義縣,番路鄉,民和村,151,30,141,171,10,-141,7.092,-82.456
10010160007,嘉義縣,番路鄉,觸口村,187,75,175,234,12,-159,6.857,-67.949
10010160008,嘉義縣,番路鄉,大湖村,68,29,56,101,12,-72,21.429,-71.287
10010160009,嘉義縣,番路鄉,公田村,169,23,117,134,52,-111,44.444,-82.836
10010160010,嘉義縣,番路鄉,公興村,62,24,58,89,4,-65,6.897,-73.034
10010160011,嘉義縣,番路鄉,草山村,65,9,63,34,2,-25,3.175,-73.529
10010180001,嘉義縣,阿里山鄉,中山村,73,24,61,50,12,-26,19.672,-52.0
10010180002,嘉義縣,阿里山鄉,中正村,31,4,45,18,-14,-14,-31.111,-77.778
10010180003,嘉義縣,阿里山鄉,香林村,31,6,28,14,3,-8,10.714,-57.143
10010180004,嘉義縣,阿里山鄉,十字村,73,7,50,33,23,-26,46.0,-78.788
10010180006,嘉義縣,阿里山鄉,豐山村,61,5,51,31,10,-26,19.608,-83.871
10010180005,嘉義縣,阿里山鄉,來吉村,79,12,95,33,-16,-21,-16.842,-63.636
10010180008,嘉義縣,阿里山鄉,樂野村,184,27,177,122,7,-95,3.955,-77.869
10010180007,嘉義縣,阿里山鄉,達邦村,178,12,195,52,-17,-40,-8.718,-76.923
10010180009,嘉義縣,阿里山鄉,里佳村,60,7,65,21,-5,-14,-7.692,-66.667
10010180010,嘉義縣,阿里山鄉,山美村,127,15,98,32,29,-17,29.592,-53.125
10010180011,嘉義縣,阿里山鄉,新美村,62,7,68,25,-6,-18,-8.824,-72.0
10010180012,嘉義縣,阿里山鄉,茶山村,47,11,35,47,12,-36,34.286,-76.596
10010170001,嘉義縣,大埔鄉,大埔村,136,43,135,218,1,-175,0.741,-80.275
10010170002,嘉義縣,大埔鄉,和平村,52,21,60,110,-8,-89,-13.333,-80.909
10010170003,嘉義縣,大埔鄉,永樂村,43,8,62,54,-19,-46,-30.645,-85.185
10010170004,嘉義縣,大埔鄉,茄苳村,112,9,80,104,32,-95,40.0,-91.346
10010170005,嘉義縣,大埔鄉,西興村,60,12,88,87,-28,-75,-31.818,-86.207
10014010023,臺東縣,臺東市,文化里,296,63,138,104,158,-41,114.493,-39.423
10014010015,臺東縣,臺東市,中華里,450,105,311,252,139,-147,44.695,-58.333
10014010024,臺東縣,臺東市,中山里,354,98,179,137,175,-39,97.765,-28.467
10014010020,臺東縣,臺東市,中正里,484,145,184,162,300,-17,163.043,-10.494
10014010022,臺東縣,臺東市,成功里,393,97,146,144,247,-47,169.178,-32.639
10014010017,臺東縣,臺東市,建國里,368,66,226,172,142,-106,62.832,-61.628
10014010013,臺東縣,臺東市,民族里,466,119,263,217,203,-98,77.186,-45.161
10014010012,臺東縣,臺東市,自強里,745,163,982,608,-237,-445,-24.134,-73.191
10014010011,臺東縣,臺東市,中心里,656,141,772,427,-116,-286,-15.026,-66.979
10014010010,臺東縣,臺東市,馬蘭里,551,84,650,292,-99,-208,-15.231,-71.233
10014010008,臺東縣,臺東市,民生里,705,161,723,552,-18,-391,-2.49,-70.833
10014010009,臺東縣,臺東市,寶桑里,254,91,164,137,90,-46,54.878,-33.577
10014010047,臺東縣,臺東市,仁和里,736,131,,,,,,
10014010007,臺東縣,臺東市,新生里,786,150,1511,815,-725,-665,-47.981,-81.595
10014010006,臺東縣,臺東市,南榮里,636,92,604,294,32,-202,5.298,-68.707
10014010003,臺東縣,臺東市,岩灣里,543,75,496,265,47,-190,9.476,-71.698
10014010005,臺東縣,臺東市,卑南里,715,162,692,545,23,-383,3.324,-70.275
10014010004,臺東縣,臺東市,南王里,626,100,598,293,28,-193,4.682,-65.87
10014010001,臺東縣,臺東市,富岡里,465,75,315,136,150,-61,47.619,-44.853
10014010037,臺東縣,臺東市,新興里,269,66,192,135,77,-69,40.104,-51.111
10014010036,臺東縣,臺東市,東海里,531,105,660,368,-129,-263,-19.545,-71.467
10014010033,臺東縣,臺東市,豐樂里,394,68,307,183,87,-115,28.339,-62.842
10014010032,臺東縣,臺東市,光明里,621,111,638,337,-17,-226,-2.665,-67.062
10014010031,臺東縣,臺東市,豐年里,605,119,614,348,-9,-229,-1.466,-65.805
10014010035,臺東縣,臺東市,康樂里,299,54,234,158,65,-104,27.778,-65.823
10014010034,臺東縣,臺東市,永樂里,505,98,448,276,57,-178,12.723,-64.493
10014010048,臺東縣,臺東市,豐安里,655,121,,,,,,
10014010038,臺東縣,臺東市,豐榮里,678,125,1891,1008,-1213,-883,-64.146,-87.599
10014010049,臺東縣,臺東市,豐盛里,871,169,,,,,,
10014010039,臺東縣,臺東市,豐谷里,729,107,1020,476,-291,-369,-28.529,-77.521
10014010040,臺東縣,臺東市,豐里里,420,110,414,336,6,-226,1.449,-67.262
10014010041,臺東縣,臺東市,豐原里,226,65,209,205,17,-140,8.134,-68.293
10014010030,臺東縣,臺東市,豐田里,475,121,397,331,78,-210,19.647,-63.444
10014010029,臺東縣,臺東市,新園里,380,53,351,192,29,-139,8.262,-72.396
10014010042,臺東縣,臺東市,建和里,277,38,316,151,-39,-113,-12.342,-74.834
10014010043,臺東縣,臺東市,建興里,262,75,190,154,72,-79,37.895,-51.299
10014010045,臺東縣,臺東市,知本里,532,119,284,174,248,-55,87.324,-31.609
10014010046,臺東縣,臺東市,建農里,419,43,429,141,-10,-98,-2.331,-69.504
10014020008,臺東縣,成功鎮,信義里,360,59,398,103,-38,-44,-9.548,-42.718
10014020007,臺東縣,成功鎮,和平里,130,28,139,49,-9,-21,-6.475,-42.857
10014020006,臺東縣,成功鎮,忠仁里,410,67,410,225,0,-158,0.0,-70.222
10014020005,臺東縣,成功鎮,忠智里,371,57,398,180,-27,-123,-6.784,-68.333
10014020004,臺東縣,成功鎮,三民里,502,73,505,150,-3,-77,-0.594,-51.333
10014020003,臺東縣,成功鎮,三仙里,243,34,220,83,23,-49,10.455,-59.036
10014020002,臺東縣,成功鎮,忠孝里,133,41,156,72,-23,-31,-14.744,-43.056
10014020001,臺東縣,成功鎮,博愛里,152,17,166,36,-14,-19,-8.434,-52.778
10014030005,臺東縣,關山鎮,里壠里,301,38,387,140,-86,-102,-22.222,-72.857
10014030004,臺東縣,關山鎮,中福里,154,34,189,123,-35,-89,-18.519,-72.358
10014030003,臺東縣,關山鎮,新福里,140,22,175,107,-35,-85,-20.0,-79.439
10014030002,臺東縣,關山鎮,豐泉里,225,41,263,115,-38,-74,-14.449,-64.348
10014030007,臺東縣,關山鎮,月眉里,79,14,107,80,-28,-66,-26.168,-82.5
10014030001,臺東縣,關山鎮,德高里,294,46,300,152,-6,-106,-2.0,-69.737
10014030006,臺東縣,關山鎮,電光里,63,20,114,50,-51,-30,-44.737,-60.0
10014040008,臺東縣,卑南鄉,賓朗村,425,81,408,319,17,-238,4.167,-74.608
10014040007,臺東縣,卑南鄉,美農村,159,54,171,187,-12,-133,-7.018,-71.123
10014040006,臺東縣,卑南鄉,初鹿村,241,44,224,141,17,-97,7.589,-68.794
10014040005,臺東縣,卑南鄉,明峰村,197,55,187,154,10,-99,5.348,-64.286
10014040001,臺東縣,卑南鄉,嘉豐村,70,22,83,52,-13,-30,-15.663,-57.692
10014040010,臺東縣,卑南鄉,太平村,696,117,669,326,27,-209,4.036,-64.11
10014040009,臺東縣,卑南鄉,泰安村,243,37,211,113,32,-76,15.166,-67.257
10014040011,臺東縣,卑南鄉,利嘉村,274,43,302,101,-28,-58,-9.272,-57.426
10014040012,臺東縣,卑南鄉,東興村,361,24,327,63,34,-39,10.398,-61.905
10014040013,臺東縣,卑南鄉,溫泉村,190,59,126,219,64,-160,50.794,-73.059
10014040003,臺東縣,卑南鄉,富山村,101,13,115,37,-14,-24,-12.174,-64.865
10014040004,臺東縣,卑南鄉,富源村,62,13,58,60,4,-47,6.897,-78.333
10014040002,臺東縣,卑南鄉,利吉村,118,14,115,39,3,-25,2.609,-64.103
10014050006,臺東縣,鹿野鄉,鹿野村,210,41,234,87,-24,-46,-10.256,-52.874
10014050007,臺東縣,鹿野鄉,龍田村,176,55,168,199,8,-144,4.762,-72.362
10014050004,臺東縣,鹿野鄉,永安村,238,62,269,158,-31,-96,-11.524,-60.759
10014050005,臺東縣,鹿野鄉,瑞隆村,142,22,144,72,-2,-50,-1.389,-69.444
10014050003,臺東縣,鹿野鄉,瑞源村,153,41,131,89,22,-48,16.794,-53.933
10014050001,臺東縣,鹿野鄉,瑞和村,94,17,92,57,2,-40,2.174,-70.175
10014050002,臺東縣,鹿野鄉,瑞豐村,120,48,134,184,-14,-136,-10.448,-73.913
10014060005,臺東縣,池上鄉,福原村,377,83,386,274,-9,-191,-2.332,-69.708
10014060001,臺東縣,池上鄉,福文村,177,42,166,133,11,-91,6.627,-68.421
10014060002,臺東縣,池上鄉,慶豐村,100,25,133,81,-33,-56,-24.812,-69.136
10014060003,臺東縣,池上鄉,大坡村,50,9,53,20,-3,-11,-5.66,-55.0
10014060004,臺東縣,池上鄉,大埔村,134,38,163,87,-29,-49,-17.791,-56.322
10014060007,臺東縣,池上鄉,新興村,164,37,141,113,23,-76,16.312,-67.257
10014060006,臺東縣,池上鄉,錦園村,40,12,40,53,0,-41,0.0,-77.358
10014060008,臺東縣,池上鄉,萬安村,43,17,53,56,-10,-39,-18.868,-69.643
10014060009,臺東縣,池上鄉,富興村,76,7,86,41,-10,-34,-11.628,-82.927
10014060010,臺東縣,池上鄉,振興村,48,19,47,31,1,-12,2.128,-38.71
10014070007,臺東縣,東河鄉,都蘭村,423,88,427,243,-4,-155,-0.937,-63.786
10014070006,臺東縣,東河鄉,興昌村,188,53,177,116,11,-63,6.215,-54.31
10014070005,臺東縣,東河鄉,隆昌村,130,16,114,49,16,-33,14.035,-67.347
10014070003,臺東縣,東河鄉,東河村,214,22,191,72,23,-50,12.042,-69.444
10014070002,臺東縣,東河鄉,泰源村,157,32,179,65,-22,-33,-12.291,-50.769
10014070001,臺東縣,東河鄉,北源村,235,44,259,81,-24,-37,-9.266,-45.679
10014070004,臺東縣,東河鄉,尚德村,27,15,55,27,-28,-12,-50.909,-44.444
10014080006,臺東縣,長濱鄉,寧埔村,257,48,271,75,-14,-27,-5.166,-36.0
10014080005,臺東縣,長濱鄉,竹湖村,145,39,164,94,-19,-55,-11.585,-58.511
10014080004,臺東縣,長濱鄉,長濱村,390,64,402,185,-12,-121,-2.985,-65.405
10014080003,臺東縣,長濱鄉,忠勇村,94,26,81,43,13,-17,16.049,-39.535
10014080002,臺東縣,長濱鄉,三間村,248,23,267,65,-19,-42,-7.116,-64.615
10014080001,臺東縣,長濱鄉,樟原村,168,25,143,47,25,-22,17.483,-46.809
10014090001,臺東縣,太麻里鄉,美和村,193,62,163,214,30,-152,18.405,-71.028
10014090002,臺東縣,太麻里鄉,三和村,103,22,103,90,0,-68,0.0,-75.556
10014090003,臺東縣,太麻里鄉,華源村,81,39,84,103,-3,-64,-3.571,-62.136
10014090004,臺東縣,太麻里鄉,北里村,116,20,96,91,20,-71,20.833,-78.022
10014090006,臺東縣,太麻里鄉,大王村,350,51,382,193,-32,-142,-8.377,-73.575
10014090005,臺東縣,太麻里鄉,泰和村,289,52,281,166,8,-114,2.847,-68.675
10014090007,臺東縣,太麻里鄉,香蘭村,167,34,169,91,-2,-57,-1.183,-62.637
10014090008,臺東縣,太麻里鄉,金崙村,336,44,360,63,-24,-19,-6.667,-30.159
10014090009,臺東縣,太麻里鄉,多良村,173,23,231,40,-58,-17,-25.108,-42.5
10014100005,臺東縣,大武鄉,南興村,135,15,131,39,4,-24,3.053,-61.538
10014100004,臺東縣,大武鄉,尚武村,191,48,172,160,19,-112,11.047,-70.0
10014100003,臺東縣,大武鄉,大武村,223,52,247,97,-24,-45,-9.717,-46.392
10014100002,臺東縣,大武鄉,大鳥村,272,38,268,20,4,18,1.493,90.0
10014100001,臺東縣,大武鄉,大竹村,192,18,174,33,18,-15,10.345,-45.455
10014110003,臺東縣,綠島鄉,南寮村,242,51,194,63,48,-12,24.742,-19.048
10014110002,臺東縣,綠島鄉,中寮村,138,16,128,41,10,-25,7.812,-60.976
10014110001,臺東縣,綠島鄉,公舘村,142,10,155,43,-13,-33,-8.387,-76.744
10014120006,臺東縣,海端鄉,加拿村,105,11,122,21,-17,-10,-13.934,-47.619
