villcode,county,district,village,agree_2025,disagree_2025,agree_2021,disagree_2021,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
10008030005,南投縣,草屯鎮,山腳里,3049,1057,1975.0,1370.0,1074.0,-313.0,54.37974683544303,-22.846715328467155
10008030027,南投縣,草屯鎮,新厝里,1214,444,833.0,596.0,381.0,-152.0,45.73829531812726,-25.503355704697988
10008030012,南投縣,草屯鎮,上林里,1245,416,800.0,628.0,445.0,-212.0,55.625,-33.75796178343949
10008030009,南投縣,草屯鎮,碧峰里,1476,607,805.0,868.0,671.0,-261.0,83.35403726708076,-30.069124423963135
10008030010,南投縣,草屯鎮,碧洲里,1005,328,594.0,445.0,411.0,-117.0,69.1919191919192,-26.29213483146067
10008030011,南投縣,草屯鎮,復興里,1000,383,607.0,608.0,393.0,-225.0,64.74464579901154,-37.006578947368425
10008030007,南投縣,草屯鎮,御史里,2043,811,1179.0,1214.0,864.0,-403.0,73.2824427480916,-33.196046128500825
10008030008,南投縣,草屯鎮,新豐里,1277,525,793.0,799.0,484.0,-274.0,61.03404791929382,-34.292866082603254
10008030013,南投縣,草屯鎮,新庄里,1318,476,773.0,676.0,545.0,-200.0,70.5045278137128,-29.585798816568047
10008030016,南投縣,草屯鎮,加老里,676,293,398.0,543.0,278.0,-250.0,69.84924623115577,-46.04051565377532
10008030015,南投縣,草屯鎮,石川里,557,196,233.0,349.0,324.0,-153.0,139.0557939914163,-43.83954154727794
10008030014,南投縣,草屯鎮,北投里,943,447,491.0,689.0,452.0,-242.0,92.05702647657841,-35.12336719883889
10008030006,南投縣,草屯鎮,富寮里,2492,1026,1257.0,1276.0,1235.0,-250.0,98.24980111376293,-19.59247648902821
10008030017,南投縣,草屯鎮,北勢里,576,258,329.0,398.0,247.0,-140.0,75.07598784194529,-35.175879396984925
10008030018,南投縣,草屯鎮,中原里,682,325,350.0,545.0,332.0,-220.0,94.85714285714286,-40.36697247706422
10008030019,南投縣,草屯鎮,南埔里,1460,601,712.0,843.0,748.0,-242.0,105.0561797752809,-28.706998813760382
10008030021,南投縣,草屯鎮,坪頂里,337,139,197.0,199.0,140.0,-60.0,71.06598984771574,-30.15075376884422
10008030020,南投縣,草屯鎮,土城里,553,192,342.0,254.0,211.0,-62.0,61.69590643274854,-24.409448818897637
10008030023,南投縣,草屯鎮,平林里,433,127,215.0,193.0,218.0,-66.0,101.39534883720931,-34.196891191709845
10008030022,南投縣,草屯鎮,雙冬里,668,235,338.0,353.0,330.0,-118.0,97.63313609467455,-33.42776203966006
10008100001,南投縣,國姓鄉,國姓村,506,205,277.0,271.0,229.0,-66.0,82.67148014440433,-24.354243542435423
10008100002,南投縣,國姓鄉,石門村,541,155,334.0,219.0,207.0,-64.0,61.97604790419161,-29.22374429223744
10008100003,南投縣,國姓鄉,大旗村,196,97,91.0,94.0,105.0,3.0,115.38461538461537,3.1914893617021276
10008100005,南投縣,國姓鄉,長流村,425,131,234.0,136.0,191.0,-5.0,81.62393162393163,-3.6764705882352944
10008100013,南投縣,國姓鄉,長豐村,226,65,125.0,57.0,101.0,8.0,80.80000000000001,14.035087719298245
10008100006,南投縣,國姓鄉,長福村,224,76,125.0,92.0,99.0,-16.0,79.2,-17.391304347826086
10008100004,南投縣,國姓鄉,北港村,539,188,253.0,271.0,286.0,-83.0,113.04347826086956,-30.627306273062732
10008100007,南投縣,國姓鄉,福龜村,606,171,337.0,271.0,269.0,-100.0,79.82195845697329,-36.90036900369004
10008100008,南投縣,國姓鄉,乾溝村,215,88,129.0,119.0,86.0,-31.0,66.66666666666666,-26.05042016806723
10008100009,南投縣,國姓鄉,柑林村,399,114,234.0,134.0,165.0,-20.0,70.51282051282051,-14.925373134328357
10008100012,南投縣,國姓鄉,大石村,207,66,124.0,84.0,83.0,-18.0,66.93548387096774,-21.428571428571427
10008100010,南投縣,國姓鄉,北山村,415,168,239.0,254.0,176.0,-86.0,73.64016736401673,-33.85826771653544
10008100011,南投縣,國姓鄉,南港村,469,148,290.0,186.0,179.0,-38.0,61.724137931034484,-20.43010752688172
10008020001,南投縣,埔里鎮,東門里,905,366,593.0,501.0,312.0,-135.0,52.61382799325464,-26.94610778443114
10008020031,南投縣,埔里鎮,杷城里,904,323,549.0,456.0,355.0,-133.0,64.66302367941712,-29.166666666666668
10008020010,南投縣,埔里鎮,枇杷里,2518,846,1556.0,1046.0,962.0,-200.0,61.82519280205655,-19.120458891013385
10008020011,南投縣,埔里鎮,水頭里,1269,459,597.0,524.0,672.0,-65.0,112.56281407035176,-12.404580152671755
10008020012,南投縣,埔里鎮,麒麟里,294,118,153.0,173.0,141.0,-55.0,92.15686274509804,-31.79190751445087
10008020013,南投縣,埔里鎮,珠格里,346,135,189.0,183.0,157.0,-48.0,83.06878306878306,-26.229508196721312
10008020014,南投縣,埔里鎮,溪南里,413,134,220.0,172.0,193.0,-38.0,87.72727272727273,-22.093023255813954
10008020003,南投縣,埔里鎮,西門里,983,377,596.0,506.0,387.0,-129.0,64.93288590604027,-25.494071146245062
10008020002,南投縣,埔里鎮,南門里,263,138,203.0,203.0,60.0,-65.0,29.55665024630542,-32.01970443349754
10008020004,南投縣,埔里鎮,北門里,771,263,497.0,334.0,274.0,-71.0,55.13078470824949,-21.25748502994012
10008020030,南投縣,埔里鎮,北安里,1157,420,744.0,552.0,413.0,-132.0,55.51075268817204,-23.91304347826087
10008020032,南投縣,埔里鎮,北梅里,1118,393,657.0,458.0,461.0,-65.0,70.16742770167428,-14.192139737991265
10008020033,南投縣,埔里鎮,泰安里,749,253,505.0,350.0,244.0,-97.0,48.31683168316832,-27.714285714285715
10008020027,南投縣,埔里鎮,大湳里,596,202,314.0,304.0,282.0,-102.0,89.80891719745223,-33.55263157894737
10008020028,南投縣,埔里鎮,蜈蚣里,757,314,469.0,397.0,288.0,-83.0,61.407249466950965,-20.906801007556673
10008020005,南投縣,埔里鎮,同聲里,769,269,444.0,356.0,325.0,-87.0,73.1981981981982,-24.43820224719101
10008020007,南投縣,埔里鎮,清新里,1205,452,731.0,533.0,474.0,-81.0,64.84268125854993,-15.196998123827393
10008020006,南投縣,埔里鎮,薰化里,383,161,268.0,206.0,115.0,-45.0,42.91044776119403,-21.844660194174757
10008020008,南投縣,埔里鎮,大城里,2027,732,1206.0,916.0,821.0,-184.0,68.07628524046434,-20.087336244541483
10008020009,南投縣,埔里鎮,籃城里,304,171,177.0,223.0,127.0,-52.0,71.75141242937853,-23.318385650224215
10008020015,南投縣,埔里鎮,桃米里,345,105,202.0,149.0,143.0,-44.0,70.79207920792079,-29.53020134228188
10008020016,南投縣,埔里鎮,成功里,96,27,59.0,52.0,37.0,-25.0,62.71186440677966,-48.07692307692308
10008020017,南投縣,埔里鎮,南村里,428,138,228.0,183.0,200.0,-45.0,87.71929824561403,-24.59016393442623
10008020018,南投縣,埔里鎮,愛蘭里,478,173,290.0,201.0,188.0,-28.0,64.82758620689654,-13.930348258706468
10008020019,南投縣,埔里鎮,鐵山里,539,215,330.0,272.0,209.0,-57.0,63.33333333333333,-20.955882352941178
10008020020,南投縣,埔里鎮,房里里,504,158,265.0,192.0,239.0,-34.0,90.18867924528303,-17.708333333333336
10008020021,南投縣,埔里鎮,向善里,223,114,134.0,126.0,89.0,-12.0,66.4179104477612,-9.523809523809524
10008020022,南投縣,埔里鎮,一新里,463,98,253.0,140.0,210.0,-42.0,83.00395256916995,-30.0
10008020029,南投縣,埔里鎮,合成里,479,189,247.0,326.0,232.0,-137.0,93.92712550607287,-42.02453987730061
10008020023,南投縣,埔里鎮,廣成里,349,139,198.0,164.0,151.0,-25.0,76.26262626262627,-15.24390243902439
10008020024,南投縣,埔里鎮,史港里,201,74,135.0,85.0,66.0,-11.0,48.888888888888886,-12.941176470588237
10008020025,南投縣,埔里鎮,福興里,284,166,135.0,199.0,149.0,-33.0,110.37037037037037,-16.582914572864322
10008020026,南投縣,埔里鎮,牛眠里,938,357,477.0,531.0,461.0,-174.0,96.64570230607966,-32.7683615819209
10008130010,南投縣,仁愛鄉,南豐村,358,70,288.0,88.0,70.0,-18.0,24.305555555555554,-20.454545454545457
10008130009,南投縣,仁愛鄉,大同村,516,96,418.0,126.0,98.0,-30.0,23.444976076555022,-23.809523809523807
10008130014,南投縣,仁愛鄉,榮興村,12,3,20.0,1.0,-8.0,2.0,-40.0,200.0
10008130011,南投縣,仁愛鄉,春陽村,220,30,203.0,39.0,17.0,-9.0,8.374384236453201,-23.076923076923077
10008130012,南投縣,仁愛鄉,精英村,141,19,134.0,32.0,7.0,-13.0,5.223880597014925,-40.625
10008130016,南投縣,仁愛鄉,都達村,82,13,98.0,13.0,-16.0,0.0,-16.3265306122449,0.0
10008130017,南投縣,仁愛鄉,德鹿谷村,71,17,,,,,,
10008130006,南投縣,仁愛鄉,發祥村,125,19,109.0,31.0,16.0,-12.0,14.678899082568808,-38.70967741935484
10008130005,南投縣,仁愛鄉,力行村,104,9,83.0,15.0,21.0,-6.0,25.301204819277107,-40.0
10008130015,南投縣,仁愛鄉,翠華村,79,16,77.0,30.0,2.0,-14.0,2.5974025974025974,-46.666666666666664
10008130008,南投縣,仁愛鄉,親愛村,263,30,202.0,46.0,61.0,-16.0,30.198019801980198,-34.78260869565217
10008130013,南投縣,仁愛鄉,萬豐村,108,28,83.0,27.0,25.0,1.0,30.120481927710845,3.7037037037037033
10008130001,南投縣,仁愛鄉,法治村,182,36,133.0,35.0,49.0,1.0,36.84210526315789,2.857142857142857
10008130002,南投縣,仁愛鄉,中正村,223,36,175.0,38.0,48.0,-2.0,27.42857142857143,-5.263157894736842
10008130003,南投縣,仁愛鄉,互助村,388,36,311.0,44.0,77.0,-8.0,24.758842443729904,-18.181818181818183
10008130004,南投縣,仁愛鄉,新生村,159,14,150.0,13.0,9.0,1.0,6.0,7.6923076923076925
10008080001,南投縣,中寮鄉,廣興村,200,119,90.0,168.0,110.0,-49.0,122.22222222222223,-29.166666666666668
10008080002,南投縣,中寮鄉,崁頂村,148,41,88.0,81.0,60.0,-40.0,68.18181818181817,-49.382716049382715
10008080003,南投縣,中寮鄉,八仙村,232,104,134.0,131.0,98.0,-27.0,73.13432835820896,-20.610687022900763
10008080005,南投縣,中寮鄉,福盛村,211,91,110.0,108.0,101.0,-17.0,91.81818181818183,-15.74074074074074
10008080004,南投縣,中寮鄉,和興村,175,79,95.0,102.0,80.0,-23.0,84.21052631578947,-22.54901960784314
10008080007,南投縣,中寮鄉,復興村,79,41,52.0,51.0,27.0,-10.0,51.92307692307693,-19.607843137254903
10008080006,南投縣,中寮鄉,永平村,561,204,285.0,262.0,276.0,-58.0,96.84210526315789,-22.137404580152673
10008080008,南投縣,中寮鄉,中寮村,234,63,122.0,93.0,112.0,-30.0,91.80327868852459,-32.25806451612903
10008080009,南投縣,中寮鄉,廣福村,127,57,55.0,98.0,72.0,-41.0,130.9090909090909,-41.83673469387755
10008080010,南投縣,中寮鄉,永福村,417,140,234.0,183.0,183.0,-43.0,78.2051282051282,-23.497267759562842
10008080011,南投縣,中寮鄉,義和村,308,116,163.0,206.0,145.0,-90.0,88.95705521472392,-43.689320388349515
10008080012,南投縣,中寮鄉,清水村,258,99,113.0,126.0,145.0,-27.0,128.31858407079645,-21.428571428571427
10008080016,南投縣,中寮鄉,內城村,127,53,81.0,83.0,46.0,-30.0,56.79012345679012,-36.144578313253014
10008080013,南投縣,中寮鄉,龍安村,183,92,82.0,154.0,101.0,-62.0,123.17073170731707,-40.25974025974026
10008080018,南投縣,中寮鄉,爽文村,152,60,88.0,88.0,64.0,-28.0,72.72727272727273,-31.818181818181817
10008080014,南投縣,中寮鄉,龍岩村,203,79,111.0,111.0,92.0,-32.0,82.88288288288288,-28.82882882882883
10008080017,南投縣,中寮鄉,永芳村,169,55,76.0,76.0,93.0,-21.0,122.36842105263158,-27.631578947368425
10008080015,南投縣,中寮鄉,永和村,164,57,90.0,81.0,74.0,-24.0,82.22222222222221,-29.629629629629626
10008090002,南投縣,魚池鄉,魚池村,551,247,347.0,319.0,204.0,-72.0,58.789625360230545,-22.570532915360502
10008090001,南投縣,魚池鄉,東池村,450,181,287.0,260.0,163.0,-79.0,56.79442508710801,-30.384615384615383
10008090005,南投縣,魚池鄉,大林村,284,137,148.0,194.0,136.0,-57.0,91.8918918918919,-29.381443298969074
10008090006,南投縣,魚池鄉,東光村,304,125,157.0,175.0,147.0,-50.0,93.63057324840764,-28.57142857142857
10008090007,南投縣,魚池鄉,共和村,229,99,100.0,90.0,129.0,9.0,129.0,10.0
10008090004,南投縣,魚池鄉,新城村、共和村,466,195,100.0,90.0,366.0,105.0,366.0,116.66666666666667
10008090008,南投縣,魚池鄉,大雁村,171,61,107.0,98.0,64.0,-37.0,59.813084112149525,-37.755102040816325
10008090009,南投縣,魚池鄉,五城村,187,105,123.0,109.0,64.0,-4.0,52.03252032520326,-3.669724770642202
10008090003,南投縣,魚池鄉,中明村,277,102,142.0,165.0,135.0,-63.0,95.07042253521126,-38.18181818181819
10008090010,南投縣,魚池鄉,水社村,285,70,195.0,106.0,90.0,-36.0,46.15384615384615,-33.9622641509434
10008090013,南投縣,魚池鄉,日月村,263,86,166.0,144.0,97.0,-58.0,58.43373493975904,-40.27777777777778
10008090011,南投縣,魚池鄉,頭社村,227,70,121.0,135.0,106.0,-65.0,87.60330578512396,-48.148148148148145
10008090012,南投縣,魚池鄉,武登村,160,53,115.0,71.0,45.0,-18.0,39.130434782608695,-25.352112676056336
10008010001,南投縣,南投市,龍泉里,294,144,183.0,196.0,111.0,-52.0,60.65573770491803,-26.53061224489796
10008010002,南投縣,南投市,康壽里,499,232,322.0,316.0,177.0,-84.0,54.96894409937888,-26.582278481012654
10008010003,南投縣,南投市,三民里,308,139,166.0,165.0,142.0,-26.0,85.54216867469879,-15.757575757575756
10008010004,南投縣,南投市,仁和里,185,89,101.0,158.0,84.0,-69.0,83.16831683168317,-43.67088607594937
10008010005,南投縣,南投市,南投里,164,87,116.0,146.0,48.0,-59.0,41.37931034482759,-40.41095890410959
10008010006,南投縣,南投市,彰仁里,117,81,79.0,114.0,38.0,-33.0,48.10126582278481,-28.947368421052634
10008010007,南投縣,南投市,崇文里,287,147,217.0,207.0,70.0,-60.0,32.25806451612903,-28.985507246376812
10008010015,南投縣,南投市,三興里,1937,723,1253.0,956.0,684.0,-233.0,54.588986432561846,-24.372384937238493
10008010016,南投縣,南投市,三和里,997,422,674.0,571.0,323.0,-149.0,47.92284866468843,-26.09457092819615
10008010017,南投縣,南投市,嘉興里,672,363,319.0,475.0,353.0,-112.0,110.65830721003134,-23.57894736842105
10008010018,南投縣,南投市,嘉和里,1489,620,871.0,794.0,618.0,-174.0,70.95292766934558,-21.91435768261965
10008010012,南投縣,南投市,平和里,2108,873,1312.0,1123.0,796.0,-250.0,60.670731707317074,-22.26179875333927
10008010013,南投縣,南投市,振興里,676,335,362.0,489.0,314.0,-154.0,86.74033149171271,-31.492842535787318
10008010014,南投縣,南投市,千秋里,326,124,187.0,216.0,139.0,-92.0,74.33155080213903,-42.592592592592595
10008010010,南投縣,南投市,軍功里,1470,553,907.0,804.0,563.0,-251.0,62.07276736493937,-31.218905472636816
10008010011,南投縣,南投市,東山里,113,50,67.0,79.0,46.0,-29.0,68.65671641791045,-36.708860759493675
10008010028,南投縣,南投市,營南里,989,323,629.0,447.0,360.0,-124.0,57.23370429252782,-27.740492170022375
10008010027,南投縣,南投市,營北里,2673,765,2086.0,994.0,587.0,-229.0,28.13998082454458,-23.038229376257547
10008010029,南投縣,南投市,內興里,2165,606,1862.0,1096.0,303.0,-490.0,16.27282491944146,-44.70802919708029
10008010030,南投縣,南投市,內新里,1183,499,283.0,282.0,900.0,217.0,318.02120141342755,76.95035460992908
10008010034,南投縣,南投市,光輝里,193,60,178.0,108.0,15.0,-48.0,8.426966292134832,-44.44444444444444
10008010032,南投縣,南投市,光榮里,376,68,412.0,91.0,-36.0,-23.0,-8.737864077669903,-25.274725274725274
10008010033,南投縣,南投市,光明里,307,59,390.0,80.0,-83.0,-21.0,-21.28205128205128,-26.25
10008010031,南投縣,南投市,光華里,247,53,283.0,79.0,-36.0,-26.0,-12.7208480565371,-32.91139240506329
10008010008,南投縣,南投市,漳興里,913,425,529.0,562.0,384.0,-137.0,72.5897920604915,-24.377224199288257
10008010009,南投縣,南投市,漳和里,2604,1035,1516.0,1307.0,1088.0,-272.0,71.76781002638522,-20.811017597551647
10008010023,南投縣,南投市,平山里,1919,765,1057.0,978.0,862.0,-213.0,81.5515610217597,-21.779141104294478
10008010024,南投縣,南投市,新興里,1702,643,923.0,856.0,779.0,-213.0,84.39869989165764,-24.88317757009346
10008010025,南投縣,南投市,永豐里,992,363,554.0,546.0,438.0,-183.0,79.06137184115524,-33.51648351648351
10008010026,南投縣,南投市,福興里,1041,422,544.0,592.0,497.0,-170.0,91.36029411764706,-28.716216216216218
10008010022,南投縣,南投市,鳳山里,224,142,114.0,226.0,110.0,-84.0,96.49122807017544,-37.16814159292036
10008010020,南投縣,南投市,永興里,268,117,116.0,138.0,152.0,-21.0,131.0344827586207,-15.217391304347828
10008010021,南投縣,南投市,鳳鳴里,113,79,60.0,137.0,53.0,-58.0,88.33333333333333,-42.33576642335766
10008010019,南投縣,南投市,福山里,576,212,346.0,329.0,230.0,-117.0,66.47398843930635,-35.56231003039514
10008060001,南投縣,名間鄉,南雅村,352,158,207.0,213.0,145.0,-55.0,70.04830917874396,-25.821596244131456
10008060002,南投縣,名間鄉,中正村,1115,548,621.0,699.0,494.0,-151.0,79.54911433172302,-21.602288984263232
10008060003,南投縣,名間鄉,中山村,728,300,369.0,397.0,359.0,-97.0,97.289972899729,-24.43324937027708
10008060004,南投縣,名間鄉,濁水村,477,245,282.0,327.0,195.0,-82.0,69.14893617021278,-25.076452599388375
10008060006,南投縣,名間鄉,新民村,276,169,150.0,220.0,126.0,-51.0,84.0,-23.18181818181818
10008060005,南投縣,名間鄉,炭寮村,269,150,129.0,190.0,140.0,-40.0,108.52713178294573,-21.052631578947366
10008060007,南投縣,名間鄉,新街村,1311,678,686.0,902.0,625.0,-224.0,91.10787172011662,-24.833702882483372
10008060008,南投縣,名間鄉,東湖村,450,232,259.0,331.0,191.0,-99.0,73.74517374517374,-29.909365558912388
10008060023,南投縣,名間鄉,仁和村,288,112,193.0,138.0,95.0,-26.0,49.22279792746114,-18.84057971014493
10008060009,南投縣,名間鄉,萬丹村,239,165,131.0,233.0,108.0,-68.0,82.44274809160305,-29.184549356223176
10008060010,南投縣,名間鄉,田仔村,365,188,162.0,275.0,203.0,-87.0,125.30864197530865,-31.636363636363633
10008060013,南投縣,名間鄉,大坑村,176,112,85.0,164.0,91.0,-52.0,107.05882352941177,-31.70731707317073
10008060011,南投縣,名間鄉,大庄村,483,352,230.0,476.0,253.0,-124.0,110.00000000000001,-26.05042016806723
10008060012,南投縣,名間鄉,廍下村,243,123,116.0,191.0,127.0,-68.0,109.48275862068965,-35.602094240837694
10008060015,南投縣,名間鄉,赤水村,290,194,183.0,270.0,107.0,-76.0,58.46994535519126,-28.14814814814815
10008060014,南投縣,名間鄉,竹圍村,259,147,130.0,211.0,129.0,-64.0,99.23076923076923,-30.33175355450237
10008060016,南投縣,名間鄉,三崙村,478,253,224.0,310.0,254.0,-57.0,113.39285714285714,-18.387096774193548
10008060017,南投縣,名間鄉,松山村,439,288,205.0,364.0,234.0,-76.0,114.14634146341463,-20.87912087912088
10008060018,南投縣,名間鄉,松柏村,341,186,167.0,249.0,174.0,-63.0,104.19161676646706,-25.301204819277107
10008060020,南投縣,名間鄉,崁腳村,288,124,194.0,125.0,94.0,-1.0,48.45360824742268,-0.8
10008060019,南投縣,名間鄉,埔中村,274,124,137.0,186.0,137.0,-62.0,100.0,-33.33333333333333
10008060021,南投縣,名間鄉,新厝村,248,108,153.0,144.0,95.0,-36.0,62.091503267973856,-25.0
10008060022,南投縣,名間鄉,新光村,504,280,269.0,338.0,235.0,-58.0,87.36059479553904,-17.159763313609467
10008050001,南投縣,集集鎮,集集里,393,146,262.0,183.0,131.0,-37.0,50.0,-20.21857923497268
10008050002,南投縣,集集鎮,和平里,302,106,177.0,153.0,125.0,-47.0,70.62146892655367,-30.718954248366014
10008050003,南投縣,集集鎮,林尾里,184,67,89.0,108.0,95.0,-41.0,106.74157303370787,-37.96296296296296
10008050004,南投縣,集集鎮,田寮里,357,172,184.0,202.0,173.0,-30.0,94.02173913043478,-14.85148514851485
10008050005,南投縣,集集鎮,隘寮里,145,65,71.0,92.0,74.0,-27.0,104.22535211267605,-29.347826086956523
10008050006,南投縣,集集鎮,玉映里,160,79,91.0,83.0,69.0,-4.0,75.82417582417582,-4.819277108433735
10008050007,南投縣,集集鎮,吳厝里,308,103,198.0,142.0,110.0,-39.0,55.55555555555556,-27.464788732394368
10008050008,南投縣,集集鎮,八張里,437,203,270.0,248.0,167.0,-45.0,61.85185185185185,-18.14516129032258
10008050009,南投縣,集集鎮,永昌里,298,155,163.0,187.0,135.0,-32.0,82.82208588957054,-17.11229946524064
10008050011,南投縣,集集鎮,廣明里,289,95,174.0,120.0,115.0,-25.0,66.0919540229885,-20.833333333333336
10008050010,南投縣,集集鎮,富山里,165,67,103.0,88.0,62.0,-21.0,60.19417475728155,-23.863636363636363
10008040001,南投縣,竹山鎮,竹山里,621,271,431.0,415.0,190.0,-144.0,44.08352668213457,-34.69879518072289
10008040002,南投縣,竹山鎮,中正里,181,95,112.0,118.0,69.0,-23.0,61.60714285714286,-19.491525423728813
10008040003,南投縣,竹山鎮,中山里,1436,612,836.0,842.0,600.0,-230.0,71.77033492822966,-27.315914489311165
10008040004,南投縣,竹山鎮,雲林里,1094,456,703.0,628.0,391.0,-172.0,55.618776671408256,-27.388535031847134
10008040028,南投縣,竹山鎮,竹圍里,669,278,425.0,403.0,244.0,-125.0,57.41176470588235,-31.017369727047146
10008040007,南投縣,竹山鎮,桂林里,965,608,623.0,645.0,342.0,-37.0,54.89566613162119,-5.736434108527131
10008040006,南投縣,竹山鎮,下坪里,374,143,239.0,220.0,135.0,-77.0,56.48535564853556,-35.0
10008040008,南投縣,竹山鎮,中和里,196,148,97.0,229.0,99.0,-81.0,102.06185567010309,-35.37117903930131
10008040009,南投縣,竹山鎮,中崎里,462,167,225.0,224.0,237.0,-57.0,105.33333333333333,-25.44642857142857
10008040026,南投縣,竹山鎮,秀林里,179,74,121.0,143.0,58.0,-69.0,47.93388429752066,-48.25174825174825
10008040019,南投縣,竹山鎮,大鞍里,107,43,75.0,56.0,32.0,-13.0,42.66666666666667,-23.214285714285715
10008040014,南投縣,竹山鎮,延和里,1423,615,830.0,884.0,593.0,-269.0,71.44578313253011,-30.429864253393664
10008040027,南投縣,竹山鎮,延祥里,1133,507,645.0,678.0,488.0,-171.0,75.65891472868216,-25.221238938053098
10008040012,南投縣,竹山鎮,延正里,474,190,247.0,287.0,227.0,-97.0,91.90283400809717,-33.79790940766551
10008040011,南投縣,竹山鎮,延平里,763,366,414.0,540.0,349.0,-174.0,84.29951690821255,-32.22222222222222
10008040013,南投縣,竹山鎮,延山里,205,127,148.0,168.0,57.0,-41.0,38.513513513513516,-24.404761904761905
10008040015,南投縣,竹山鎮,山崇里,504,222,271.0,326.0,233.0,-104.0,85.97785977859779,-31.901840490797547
10008040016,南投縣,竹山鎮,社寮里,416,182,219.0,250.0,197.0,-68.0,89.95433789954338,-27.200000000000003
10008040017,南投縣,竹山鎮,中央里,307,159,179.0,201.0,128.0,-42.0,71.50837988826815,-20.8955223880597
10008040018,南投縣,竹山鎮,富州里,185,72,120.0,112.0,65.0,-40.0,54.166666666666664,-35.714285714285715
10008040020,南投縣,竹山鎮,田子里,145,60,87.0,95.0,58.0,-35.0,66.66666666666666,-36.84210526315789
10008040005,南投縣,竹山鎮,硘磘里,521,248,313.0,330.0,208.0,-82.0,66.45367412140575,-24.848484848484848
10008040010,南投縣,竹山鎮,德興里,281,107,163.0,169.0,118.0,-62.0,72.39263803680981,-36.68639053254438
10008040021,南投縣,竹山鎮,福興里,192,53,137.0,84.0,55.0,-31.0,40.14598540145985,-36.904761904761905
10008040022,南投縣,竹山鎮,鯉魚里,189,86,109.0,105.0,80.0,-19.0,73.39449541284404,-18.095238095238095
10008040024,南投縣,竹山鎮,坪頂里,124,54,82.0,80.0,42.0,-26.0,51.21951219512195,-32.5
10008040023,南投縣,竹山鎮,瑞竹里,138,76,89.0,90.0,49.0,-14.0,55.0561797752809,-15.555555555555555
10008040025,南投縣,竹山鎮,桶頭里,209,88,99.0,125.0,110.0,-37.0,111.11111111111111,-29.599999999999998
10008070001,南投縣,鹿谷鄉,鹿谷村,551,226,341.0,314.0,210.0,-88.0,61.58357771260997,-28.02547770700637
10008070003,南投縣,鹿谷鄉,彰雅村,442,149,278.0,187.0,164.0,-38.0,58.992805755395686,-20.32085561497326
10008070004,南投縣,鹿谷鄉,廣興村,649,222,381.0,300.0,268.0,-78.0,70.34120734908137,-26.0
10008070010,南投縣,鹿谷鄉,永隆村,433,195,297.0,250.0,136.0,-55.0,45.79124579124579,-22.0
10008070009,南投縣,鹿谷鄉,鳳凰村,371,165,208.0,254.0,163.0,-89.0,78.36538461538461,-35.039370078740156
10008070005,南投縣,鹿谷鄉,內湖村,306,117,182.0,148.0,124.0,-31.0,68.13186813186813,-20.945945945945947
10008070008,南投縣,鹿谷鄉,和雅村,219,72,150.0,71.0,69.0,1.0,46.0,1.4084507042253522
10008070006,南投縣,鹿谷鄉,竹林村,470,165,250.0,215.0,220.0,-50.0,88.0,-23.25581395348837
10008070007,南投縣,鹿谷鄉,竹豐村,328,109,207.0,122.0,121.0,-13.0,58.454106280193244,-10.655737704918032
10008070002,南投縣,鹿谷鄉,初鄉村,430,152,267.0,224.0,163.0,-72.0,61.04868913857678,-32.142857142857146
10008070011,南投縣,鹿谷鄉,秀峰村,190,78,86.0,128.0,104.0,-50.0,120.93023255813952,-39.0625
10008070012,南投縣,鹿谷鄉,清水村,159,100,112.0,142.0,47.0,-42.0,41.964285714285715,-29.577464788732392
10008070013,南投縣,鹿谷鄉,瑞田村,173,69,77.0,120.0,96.0,-51.0,124.67532467532467,-42.5
10008110001,南投縣,水里鄉,水里村,215,76,126.0,95.0,89.0,-19.0,70.63492063492063,-20.0
10008110003,南投縣,水里鄉,新城村,364,205,223.0,227.0,141.0,-22.0,63.22869955156951,-9.691629955947137
10008110004,南投縣,水里鄉,中央村,183,72,143.0,91.0,40.0,-19.0,27.972027972027973,-20.87912087912088
10008110005,南投縣,水里鄉,城中村,272,120,207.0,136.0,65.0,-16.0,31.40096618357488,-11.76470588235294
10008110002,南投縣,水里鄉,農富村,145,67,87.0,100.0,58.0,-33.0,66.66666666666666,-33.0
10008110010,南投縣,水里鄉,車埕村,124,56,103.0,62.0,21.0,-6.0,20.388349514563107,-9.67741935483871
10008110011,南投縣,水里鄉,新興村,167,60,107.0,48.0,60.0,12.0,56.074766355140184,25.0
10008110006,南投縣,水里鄉,北埔村,325,118,203.0,165.0,122.0,-47.0,60.09852216748769,-28.484848484848484
10008110019,南投縣,水里鄉,南光村,504,198,278.0,237.0,226.0,-39.0,81.29496402877699,-16.455696202531644
10008110007,南投縣,水里鄉,鉅工村,271,84,202.0,163.0,69.0,-79.0,34.15841584158416,-48.466257668711656
10008110008,南投縣,水里鄉,永豐村,381,156,227.0,208.0,154.0,-52.0,67.84140969162996,-25.0
10008110015,南投縣,水里鄉,民和村,197,94,111.0,138.0,86.0,-44.0,77.47747747747748,-31.88405797101449
10008110009,南投縣,水里鄉,頂崁村,382,158,195.0,181.0,187.0,-23.0,95.8974358974359,-12.70718232044199
10008110012,南投縣,水里鄉,新山村,45,12,36.0,37.0,9.0,-25.0,25.0,-67.56756756756756
