villcode,county,district,village,agree_2025,disagree_2025,agree_2021,disagree_2021,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
66000110027,臺中市,大甲區,銅安里,251,39,187.0,245.0,64.0,-206.0,34.22459893048128,-84.08163265306122
66000110028,臺中市,大甲區,福德里,202,44,182.0,193.0,20.0,-149.0,10.989010989010989,-77.2020725388601
66000110029,臺中市,大甲區,建興里,225,53,174.0,265.0,51.0,-212.0,29.310344827586203,-80.0
66000220001,臺中市,大安區,南埔里,147,49,130.0,225.0,17.0,-176.0,13.076923076923078,-78.22222222222223
66000220002,臺中市,大安區,南庄里,178,59,160.0,195.0,18.0,-136.0,11.25,-69.74358974358974
66000220003,臺中市,大安區,中庄里,494,134,361.0,499.0,133.0,-365.0,36.84210526315789,-73.14629258517033
66000220006,臺中市,大安區,東安里,281,83,183.0,266.0,98.0,-183.0,53.551912568306015,-68.796992481203
66000220005,臺中市,大安區,福興里,221,55,171.0,225.0,50.0,-170.0,29.239766081871345,-75.55555555555556
66000220004,臺中市,大安區,龜?里,277,51,243.0,279.0,34.0,-228.0,13.991769547325102,-81.72043010752688
66000220007,臺中市,大安區,頂安里,162,37,163.0,173.0,-1.0,-136.0,-0.6134969325153374,-78.61271676300578
66000220008,臺中市,大安區,永安里,285,60,255.0,304.0,30.0,-244.0,11.76470588235294,-80.26315789473685
66000220009,臺中市,大安區,福住里,198,35,147.0,188.0,51.0,-153.0,34.69387755102041,-81.38297872340425
66000220010,臺中市,大安區,海墘里,277,45,225.0,227.0,52.0,-182.0,23.11111111111111,-80.1762114537445
66000220011,臺中市,大安區,西安里,333,71,286.0,321.0,47.0,-250.0,16.433566433566433,-77.88161993769471
66000220012,臺中市,大安區,松雅里,245,79,180.0,257.0,65.0,-178.0,36.11111111111111,-69.26070038910505
66000210001,臺中市,外埔區,永豐里,269,52,204.0,182.0,65.0,-130.0,31.862745098039213,-71.42857142857143
66000210002,臺中市,外埔區,六分里,556,122,417.0,357.0,139.0,-235.0,33.33333333333333,-65.82633053221288
66000210004,臺中市,外埔區,大同里,1169,201,967.0,800.0,202.0,-599.0,20.889348500517062,-74.875
66000210006,臺中市,外埔區,大東里,1473,317,1211.0,1127.0,262.0,-810.0,21.635012386457472,-71.87222715173026
66000210003,臺中市,外埔區,三崁里,435,100,314.0,307.0,121.0,-207.0,38.53503184713376,-67.42671009771986
66000210005,臺中市,外埔區,水美里,818,197,632.0,619.0,186.0,-422.0,29.430379746835445,-68.17447495961227
66000210009,臺中市,外埔區,鐵山里,478,97,382.0,320.0,96.0,-223.0,25.13089005235602,-69.6875
66000210008,臺中市,外埔區,中山里,345,61,279.0,239.0,66.0,-178.0,23.655913978494624,-74.47698744769873
66000210007,臺中市,外埔區,馬鳴里,321,72,227.0,246.0,94.0,-174.0,41.409691629955944,-70.73170731707317
66000210010,臺中市,外埔區,土城里,281,85,251.0,343.0,30.0,-258.0,11.952191235059761,-75.21865889212827
66000210011,臺中市,外埔區,廍子里,195,44,167.0,180.0,28.0,-136.0,16.766467065868262,-75.55555555555556
66000120001,臺中市,清水區,鰲峰里,218,79,209.0,254.0,9.0,-175.0,4.30622009569378,-68.89763779527559
66000120002,臺中市,清水區,靈泉里,213,61,208.0,254.0,5.0,-193.0,2.403846153846154,-75.98425196850394
66000120003,臺中市,清水區,清水里,497,146,412.0,500.0,85.0,-354.0,20.631067961165048,-70.8
66000120004,臺中市,清水區,文昌里,122,44,130.0,178.0,-8.0,-134.0,-6.153846153846154,-75.28089887640449
66000120005,臺中市,清水區,南寧里,355,110,351.0,414.0,4.0,-304.0,1.1396011396011396,-73.42995169082126
66000120006,臺中市,清水區,西寧里,309,113,277.0,383.0,32.0,-270.0,11.552346570397113,-70.49608355091384
66000120007,臺中市,清水區,北寧里,160,57,141.0,183.0,19.0,-126.0,13.47517730496454,-68.85245901639344
66000120008,臺中市,清水區,中興里,97,44,91.0,119.0,6.0,-75.0,6.593406593406594,-63.02521008403361
66000120009,臺中市,清水區,西社里,452,130,413.0,541.0,39.0,-411.0,9.443099273607748,-75.97042513863215
66000120010,臺中市,清水區,南社里,2450,680,1889.0,2219.0,561.0,-1539.0,29.698253043938593,-69.35556557007662
66000120011,臺中市,清水區,裕嘉里,267,81,230.0,310.0,37.0,-229.0,16.08695652173913,-73.87096774193549
66000120012,臺中市,清水區,臨江里,326,98,271.0,322.0,55.0,-224.0,20.29520295202952,-69.56521739130434
66000120013,臺中市,清水區,秀水里,1007,277,823.0,913.0,184.0,-636.0,22.357229647630618,-69.6604600219058
66000120014,臺中市,清水區,武鹿里,715,181,515.0,725.0,200.0,-544.0,38.83495145631068,-75.0344827586207
66000120015,臺中市,清水區,海濱里,379,120,323.0,470.0,56.0,-350.0,17.3374613003096,-74.46808510638297
66000120016,臺中市,清水區,槺榔里,1881,511,965.0,1333.0,916.0,-822.0,94.92227979274611,-61.66541635408852
66000120017,臺中市,清水區,中社里,903,150,822.0,360.0,81.0,-210.0,9.854014598540147,-58.333333333333336
66000120018,臺中市,清水區,高西里,221,42,225.0,171.0,-4.0,-129.0,-1.7777777777777777,-75.43859649122807
66000120019,臺中市,清水區,高南里,214,69,202.0,245.0,12.0,-176.0,5.9405940594059405,-71.83673469387755
66000120020,臺中市,清水區,高東里,217,84,168.0,244.0,49.0,-160.0,29.166666666666668,-65.57377049180327
66000120021,臺中市,清水區,高北里,195,36,151.0,183.0,44.0,-147.0,29.13907284768212,-80.32786885245902
66000120022,臺中市,清水區,高美里,265,54,216.0,229.0,49.0,-175.0,22.685185185185187,-76.41921397379913
66000120023,臺中市,清水區,國姓里,307,116,224.0,438.0,83.0,-322.0,37.05357142857143,-73.51598173515981
66000120024,臺中市,清水區,菁埔里,395,146,345.0,553.0,50.0,-407.0,14.492753623188406,-73.59855334538878
66000120025,臺中市,清水區,頂湳里,320,65,263.0,335.0,57.0,-270.0,21.673003802281368,-80.59701492537313
66000120026,臺中市,清水區,田寮里,351,115,284.0,515.0,67.0,-400.0,23.591549295774648,-77.66990291262135
66000120027,臺中市,清水區,橋頭里,1498,464,1201.0,1747.0,297.0,-1283.0,24.72939217318901,-73.44018317115054
66000120028,臺中市,清水區,下湳里,568,179,460.0,607.0,108.0,-428.0,23.47826086956522,-70.51070840197694
66000120029,臺中市,清水區,東山里,248,77,202.0,222.0,46.0,-145.0,22.772277227722775,-65.31531531531532
66000120032,臺中市,清水區,吳厝里,325,81,244.0,323.0,81.0,-242.0,33.19672131147541,-74.92260061919505
66000120030,臺中市,清水區,楊厝里,197,57,171.0,264.0,26.0,-207.0,15.204678362573098,-78.4090909090909
66000120031,臺中市,清水區,海風里,281,46,239.0,257.0,42.0,-211.0,17.573221757322173,-82.10116731517509
66000140001,臺中市,梧棲區,頂寮里,1309,326,668.0,758.0,641.0,-432.0,95.95808383233533,-56.99208443271768
66000140002,臺中市,梧棲區,下寮里,391,144,376.0,462.0,15.0,-318.0,3.9893617021276597,-68.83116883116884
66000140003,臺中市,梧棲區,中正里,898,194,740.0,752.0,158.0,-558.0,21.35135135135135,-74.20212765957447
66000140004,臺中市,梧棲區,中和里,93,44,97.0,127.0,-4.0,-83.0,-4.123711340206185,-65.35433070866141
66000140005,臺中市,梧棲區,文化里,252,78,234.0,253.0,18.0,-175.0,7.6923076923076925,-69.1699604743083
66000140006,臺中市,梧棲區,安仁里,160,41,158.0,172.0,2.0,-131.0,1.2658227848101267,-76.16279069767442
66000140007,臺中市,梧棲區,草湳里,1320,348,1129.0,1281.0,191.0,-933.0,16.91762621789194,-72.8337236533958
66000140008,臺中市,梧棲區,南簡里,1198,332,840.0,1135.0,358.0,-803.0,42.61904761904762,-70.7488986784141
66000140009,臺中市,梧棲區,福德里,1022,275,748.0,1001.0,274.0,-726.0,36.63101604278075,-72.52747252747253
66000140010,臺中市,梧棲區,大庄里,1709,379,1383.0,1498.0,326.0,-1119.0,23.571945046999275,-74.6995994659546
66000140011,臺中市,梧棲區,大村里,1293,316,989.0,1201.0,304.0,-885.0,30.738119312436808,-73.68859283930058
66000140012,臺中市,梧棲區,興農里,642,176,359.0,469.0,283.0,-293.0,78.8300835654596,-62.47334754797441
66000140013,臺中市,梧棲區,永寧里,411,119,353.0,504.0,58.0,-385.0,16.43059490084986,-76.38888888888889
66000140014,臺中市,梧棲區,永安里,495,129,472.0,452.0,23.0,-323.0,4.872881355932203,-71.46017699115043
66000130001,臺中市,沙鹿區,居仁里,409,203,276.0,333.0,133.0,-130.0,48.188405797101446,-39.03903903903904
66000130002,臺中市,沙鹿區,洛泉里,651,339,495.0,534.0,156.0,-195.0,31.515151515151512,-36.51685393258427
66000130003,臺中市,沙鹿區,沙鹿里,212,149,175.0,292.0,37.0,-143.0,21.142857142857142,-48.97260273972603
66000130004,臺中市,沙鹿區,美仁里,177,90,116.0,118.0,61.0,-28.0,52.58620689655172,-23.728813559322035
66000130005,臺中市,沙鹿區,興仁里,823,348,503.0,578.0,320.0,-230.0,63.618290258449306,-39.792387543252595
66000130020,臺中市,沙鹿區,興安里,1256,530,627.0,821.0,629.0,-291.0,100.3189792663477,-35.44457978075518
66000130006,臺中市,沙鹿區,斗抵里,1638,647,918.0,1061.0,720.0,-414.0,78.43137254901961,-39.01979264844486
66000130007,臺中市,沙鹿區,鹿峰里,1957,856,1024.0,1310.0,933.0,-454.0,91.11328125,-34.65648854961832
66000130008,臺中市,沙鹿區,鹿寮里,2367,1272,1236.0,1894.0,1131.0,-622.0,91.50485436893204,-32.840549102428724
66000130009,臺中市,沙鹿區,竹林里,2650,930,1531.0,1548.0,1119.0,-618.0,73.08948399738733,-39.922480620155035
66000130010,臺中市,沙鹿區,犁分里,350,154,205.0,268.0,145.0,-114.0,70.73170731707317,-42.53731343283582
66000130012,臺中市,沙鹿區,福興里,1500,490,798.0,810.0,702.0,-320.0,87.96992481203007,-39.50617283950617
66000130011,臺中市,沙鹿區,北勢里,1830,684,937.0,933.0,893.0,-249.0,95.30416221985058,-26.688102893890676
66000130013,臺中市,沙鹿區,晉江里,698,246,367.0,405.0,331.0,-159.0,90.19073569482289,-39.25925925925926
66000130014,臺中市,沙鹿區,六路里,2013,735,1019.0,1195.0,994.0,-460.0,97.54661432777233,-38.49372384937239
66000130015,臺中市,沙鹿區,南勢里,1273,403,715.0,692.0,558.0,-289.0,78.04195804195804,-41.76300578034682
66000130016,臺中市,沙鹿區,埔子里,2476,722,1330.0,1185.0,1146.0,-463.0,86.1654135338346,-39.07172995780591
66000130021,臺中市,沙鹿區,三鹿里,3004,976,1544.0,1485.0,1460.0,-509.0,94.55958549222798,-34.27609427609428
66000130017,臺中市,沙鹿區,公明里,1529,492,1028.0,760.0,501.0,-268.0,48.735408560311285,-35.26315789473684
66000130018,臺中市,沙鹿區,清泉里,957,298,550.0,468.0,407.0,-170.0,74.0,-36.324786324786324
66000130019,臺中市,沙鹿區,西勢里,719,248,456.0,396.0,263.0,-148.0,57.675438596491226,-37.37373737373738
66000250001,臺中市,龍井區,竹坑里,1198,418,624.0,613.0,574.0,-195.0,91.98717948717949,-31.810766721044047
66000250002,臺中市,龍井區,龍東里,1096,378,562.0,599.0,534.0,-221.0,95.01779359430606,-36.89482470784641
66000250003,臺中市,龍井區,龍西里,696,252,416.0,356.0,280.0,-104.0,67.3076923076923,-29.213483146067414
66000250004,臺中市,龍井區,田中里,1463,559,732.0,846.0,731.0,-287.0,99.86338797814209,-33.92434988179669
66000250005,臺中市,龍井區,福田里,373,125,195.0,182.0,178.0,-57.0,91.28205128205128,-31.318681318681318
66000250006,臺中市,龍井區,麗水里,840,294,509.0,417.0,331.0,-123.0,65.0294695481336,-29.496402877697843
66000250007,臺中市,龍井區,龍津里,1564,683,825.0,1155.0,739.0,-472.0,89.57575757575758,-40.865800865800864
66000250008,臺中市,龍井區,三德里,926,376,415.0,626.0,511.0,-250.0,123.13253012048193,-39.936102236421725
66000250009,臺中市,龍井區,忠和里,1596,714,812.0,1159.0,784.0,-445.0,96.55172413793103,-38.39516824849008
66000250010,臺中市,龍井區,山腳里,2049,781,970.0,1216.0,1079.0,-435.0,111.23711340206187,-35.77302631578947
66000250011,臺中市,龍井區,龍泉里,3046,1052,1527.0,1559.0,1519.0,-507.0,99.47609692206942,-32.52084669660039
66000250012,臺中市,龍井區,龍崗里,1033,410,506.0,574.0,527.0,-164.0,104.1501976284585,-28.57142857142857
66000250013,臺中市,龍井區,新庄里,2048,825,1207.0,1321.0,841.0,-496.0,69.67688483844242,-37.54731264193792
66000250014,臺中市,龍井區,南寮里,565,255,294.0,410.0,271.0,-155.0,92.17687074829932,-37.80487804878049
66000250015,臺中市,龍井區,新東里,1588,646,1069.0,1010.0,519.0,-364.0,48.55004677268475,-36.039603960396036
66000250016,臺中市,龍井區,東海里,3077,1195,2098.0,1736.0,979.0,-541.0,46.663489037178266,-31.163594470046085
66000240001,臺中市,大肚區,王田里,1477,590,762.0,977.0,715.0,-387.0,93.83202099737534,-39.611054247697034
66000240002,臺中市,大肚區,中和里,328,143,179.0,231.0,149.0,-88.0,83.24022346368714,-38.095238095238095
66000240003,臺中市,大肚區,福山里,1181,539,687.0,803.0,494.0,-264.0,71.90684133915575,-32.87671232876712
66000240004,臺中市,大肚區,營埔里,579,196,316.0,326.0,263.0,-130.0,83.22784810126582,-39.87730061349693
66000240005,臺中市,大肚區,社腳里,921,324,568.0,526.0,353.0,-202.0,62.147887323943664,-38.40304182509506
66000240006,臺中市,大肚區,新興里,899,326,542.0,584.0,357.0,-258.0,65.86715867158671,-44.178082191780824
66000240007,臺中市,大肚區,大東里,1058,425,715.0,653.0,343.0,-228.0,47.972027972027966,-34.915773353751916
66000240008,臺中市,大肚區,大肚里,813,347,562.0,533.0,251.0,-186.0,44.661921708185055,-34.8968105065666
66000240009,臺中市,大肚區,永和里,282,132,208.0,189.0,74.0,-57.0,35.57692307692308,-30.158730158730158
66000240010,臺中市,大肚區,磺溪里,647,228,338.0,388.0,309.0,-160.0,91.42011834319527,-41.23711340206185
66000240011,臺中市,大肚區,永順里,584,262,334.0,433.0,250.0,-171.0,74.8502994011976,-39.4919168591224
66000240012,臺中市,大肚區,成功里,393,152,195.0,174.0,198.0,-22.0,101.53846153846153,-12.643678160919542
66000240013,臺中市,大肚區,山陽里,440,184,279.0,299.0,161.0,-115.0,57.70609318996416,-38.46153846153847
66000240014,臺中市,大肚區,頂街里,2741,969,1627.0,1574.0,1114.0,-605.0,68.46957590657652,-38.43710292249047
66000240015,臺中市,大肚區,瑞井里,1648,754,926.0,1126.0,722.0,-372.0,77.96976241900649,-33.03730017761989
66000240016,臺中市,大肚區,蔗廍里,1552,745,788.0,1152.0,764.0,-407.0,96.95431472081218,-35.32986111111111
66000240017,臺中市,大肚區,自強里,1242,450,800.0,701.0,442.0,-251.0,55.25,-35.805991440798856
66000230001,臺中市,烏日區,烏日里,3004,1432,1877.0,2234.0,1127.0,-802.0,60.04262120404902,-35.899731423455684
66000230002,臺中市,烏日區,湖日里,849,488,504.0,653.0,345.0,-165.0,68.45238095238095,-25.267993874425727
66000230003,臺中市,烏日區,三和里,2925,1205,1228.0,1269.0,1697.0,-64.0,138.19218241042347,-5.04334121355398
66000230004,臺中市,烏日區,榮泉里,2352,933,1263.0,1198.0,1089.0,-265.0,86.22327790973871,-22.120200333889816
66000230005,臺中市,烏日區,學田里,936,381,593.0,546.0,343.0,-165.0,57.84148397976391,-30.21978021978022
66000230006,臺中市,烏日區,九德里,4302,1914,2623.0,3171.0,1679.0,-1257.0,64.0106747998475,-39.640491958372756
66000230007,臺中市,烏日區,仁德里,2654,1194,1698.0,1870.0,956.0,-676.0,56.30153121319199,-36.149732620320854
66000230008,臺中市,烏日區,前竹里,493,296,312.0,486.0,181.0,-190.0,58.01282051282052,-39.09465020576132
66000230009,臺中市,烏日區,五光里,595,264,329.0,417.0,266.0,-153.0,80.85106382978722,-36.69064748201439
66000230010,臺中市,烏日區,光明里,697,370,403.0,538.0,294.0,-168.0,72.95285359801488,-31.226765799256505
66000230011,臺中市,烏日區,東園里,826,336,424.0,547.0,402.0,-211.0,94.81132075471697,-38.57404021937843
66000230012,臺中市,烏日區,溪埧里,1600,675,852.0,1072.0,748.0,-397.0,87.79342723004694,-37.03358208955223
66000230013,臺中市,烏日區,螺潭里,823,349,484.0,591.0,339.0,-242.0,70.0413223140496,-40.947546531302876
66000230014,臺中市,烏日區,北里里,519,277,309.0,443.0,210.0,-166.0,67.96116504854369,-37.471783295711056
66000230015,臺中市,烏日區,南里里,522,192,348.0,304.0,174.0,-112.0,50.0,-36.84210526315789
66000230016,臺中市,烏日區,溪尾里,324,89,218.0,148.0,106.0,-59.0,48.62385321100918,-39.86486486486486
66000260001,臺中市,霧峰區,桐林里,428,187,225.0,315.0,203.0,-128.0,90.22222222222223,-40.63492063492063
66000260002,臺中市,霧峰區,吉峰里,3153,1284,1959.0,2041.0,1194.0,-757.0,60.949464012251156,-37.08966193042626
66000260003,臺中市,霧峰區,甲寅里,1670,665,996.0,969.0,674.0,-304.0,67.67068273092369,-31.372549019607842
66000260004,臺中市,霧峰區,本鄉里,817,365,528.0,565.0,289.0,-200.0,54.734848484848484,-35.39823008849557
66000260005,臺中市,霧峰區,中正里,724,310,495.0,507.0,229.0,-197.0,46.26262626262626,-38.8560157790927
66000260006,臺中市,霧峰區,錦榮里,436,187,283.0,280.0,153.0,-93.0,54.06360424028268,-33.214285714285715
66000260007,臺中市,霧峰區,萊園里,328,172,215.0,271.0,113.0,-99.0,52.55813953488372,-36.53136531365313
66000260008,臺中市,霧峰區,本堂里,2094,784,1409.0,1254.0,685.0,-470.0,48.616039744499645,-37.48006379585327
66000260010,臺中市,霧峰區,北柳里,1382,583,769.0,991.0,613.0,-408.0,79.71391417425228,-41.17053481331988
66000260011,臺中市,霧峰區,南柳里,693,274,419.0,493.0,274.0,-219.0,65.39379474940334,-44.42190669371197
66000260012,臺中市,霧峰區,四德里,836,359,463.0,567.0,373.0,-208.0,80.56155507559394,-36.68430335097001
66000260013,臺中市,霧峰區,五福里,903,340,547.0,650.0,356.0,-310.0,65.08226691042047,-47.69230769230769
66000260018,臺中市,霧峰區,丁台里,765,348,406.0,668.0,359.0,-320.0,88.42364532019704,-47.90419161676647
66000260019,臺中市,霧峰區,北勢里,878,251,534.0,418.0,344.0,-167.0,64.41947565543072,-39.952153110047846
66000260020,臺中市,霧峰區,南勢里,408,187,265.0,291.0,143.0,-104.0,53.9622641509434,-35.738831615120276
66000260014,臺中市,霧峰區,萬豐里,779,403,460.0,643.0,319.0,-240.0,69.34782608695652,-37.32503888024883
66000260015,臺中市,霧峰區,舊正里,666,273,406.0,477.0,260.0,-204.0,64.03940886699507,-42.76729559748428
66000260009,臺中市,霧峰區,坑口里,1054,378,701.0,630.0,353.0,-252.0,50.35663338088445,-40.0
66000260016,臺中市,霧峰區,峰谷里,383,181,165.0,265.0,218.0,-84.0,132.12121212121212,-31.69811320754717
66000260017,臺中市,霧峰區,六股里,744,448,441.0,674.0,303.0,-226.0,68.70748299319727,-33.531157270029674
66000150001,臺中市,后里區,廣福里,718,221,496.0,280.0,222.0,-59.0,44.75806451612903,-21.071428571428573
66000150002,臺中市,后里區,仁里里,352,106,191.0,194.0,161.0,-88.0,84.29319371727748,-45.36082474226804
66000150003,臺中市,后里區,義里里,1069,325,695.0,496.0,374.0,-171.0,53.81294964028777,-34.475806451612904
66000150018,臺中市,后里區,義德里,878,275,531.0,437.0,347.0,-162.0,65.34839924670433,-37.07093821510298
66000150004,臺中市,后里區,后里里,1317,469,780.0,782.0,537.0,-313.0,68.84615384615384,-40.02557544757033
66000150005,臺中市,后里區,厚里里,798,321,405.0,422.0,393.0,-101.0,97.03703703703704,-23.933649289099527
66000150006,臺中市,后里區,墩東里,1655,604,982.0,932.0,673.0,-328.0,68.5336048879837,-35.1931330472103
66000150007,臺中市,后里區,墩西里,599,282,323.0,440.0,276.0,-158.0,85.44891640866872,-35.90909090909091
66000150008,臺中市,后里區,墩南里,1204,480,592.0,737.0,612.0,-257.0,103.37837837837837,-34.87109905020353
66000150009,臺中市,后里區,墩北里,1230,536,625.0,802.0,605.0,-266.0,96.8,-33.16708229426434
66000150010,臺中市,后里區,中和里,820,338,396.0,547.0,424.0,-209.0,107.07070707070707,-38.20840950639854
66000150011,臺中市,后里區,舊社里,714,290,390.0,425.0,324.0,-135.0,83.07692307692308,-31.76470588235294
66000150012,臺中市,后里區,聯合里,508,190,265.0,351.0,243.0,-161.0,91.69811320754717,-45.86894586894587
66000150013,臺中市,后里區,太平里,725,204,337.0,370.0,388.0,-166.0,115.13353115727003,-44.86486486486487
66000150014,臺中市,后里區,眉山里,1147,343,581.0,563.0,566.0,-220.0,97.41824440619621,-39.07637655417407
66000150017,臺中市,后里區,月眉里,627,290,304.0,471.0,323.0,-181.0,106.25,-38.42887473460722
66000150016,臺中市,后里區,公館里,690,264,323.0,411.0,367.0,-147.0,113.62229102167183,-35.76642335766424
66000150015,臺中市,后里區,泰安里,459,177,214.0,307.0,245.0,-130.0,114.48598130841121,-42.34527687296417
66000160001,臺中市,神岡區,神岡里,1068,446,597.0,639.0,471.0,-193.0,78.89447236180904,-30.203442879499214
66000160002,臺中市,神岡區,庄前里,870,359,432.0,523.0,438.0,-164.0,101.38888888888889,-31.35755258126195
66000160003,臺中市,神岡區,北庄里,889,455,445.0,610.0,444.0,-155.0,99.7752808988764,-25.40983606557377
66000160004,臺中市,神岡區,庄後里,699,394,337.0,601.0,362.0,-207.0,107.41839762611276,-34.44259567387687
66000160013,臺中市,神岡區,圳前里,758,304,418.0,468.0,340.0,-164.0,81.3397129186603,-35.04273504273504
66000160015,臺中市,神岡區,圳堵里,723,325,362.0,435.0,361.0,-110.0,99.72375690607734,-25.287356321839084
66000160014,臺中市,神岡區,新庄里,1205,595,560.0,896.0,645.0,-301.0,115.17857142857142,-33.59375
66000160016,臺中市,神岡區,山皮里,346,175,144.0,269.0,202.0,-94.0,140.27777777777777,-34.94423791821561
66000160005,臺中市,神岡區,社口里,2529,1122,1186.0,1647.0,1343.0,-525.0,113.23777403035413,-31.876138433515482
66000160006,臺中市,神岡區,社南里,1664,782,785.0,1307.0,879.0,-525.0,111.97452229299363,-40.168324407039016
66000160007,臺中市,神岡區,三角里,882,425,401.0,678.0,481.0,-253.0,119.9501246882793,-37.315634218289084
66000160009,臺中市,神岡區,大社里,1506,613,757.0,929.0,749.0,-316.0,98.94319682959049,-34.01506996770721
66000160008,臺中市,神岡區,岸裡里,881,451,422.0,759.0,459.0,-308.0,108.76777251184835,-40.57971014492754
66000160010,臺中市,神岡區,豐洲里,2249,1093,1155.0,1626.0,1094.0,-533.0,94.71861471861472,-32.779827798277985
66000160011,臺中市,神岡區,神洲里,812,390,400.0,675.0,412.0,-285.0,103.0,-42.22222222222222
66000160012,臺中市,神岡區,溪洲里,947,401,439.0,672.0,508.0,-271.0,115.71753986332574,-40.327380952380956
66000180012,臺中市,大雅區,上雅里,1984,816,1047.0,1228.0,937.0,-412.0,89.4937917860554,-33.55048859934853
66000180001,臺中市,大雅區,大雅里,1555,607,875.0,909.0,680.0,-302.0,77.71428571428571,-33.223322332233224
66000180013,臺中市,大雅區,文雅里,2008,778,1217.0,1129.0,791.0,-351.0,64.99589153656532,-31.089459698848536
66000180007,臺中市,大雅區,三和里,1837,703,981.0,1059.0,856.0,-356.0,87.2579001019368,-33.6166194523135
66000180010,臺中市,大雅區,二和里,2175,788,1134.0,1182.0,1041.0,-394.0,91.7989417989418,-33.33333333333333
66000180011,臺中市,大雅區,四德里,1659,591,979.0,924.0,680.0,-333.0,69.45863125638407,-36.038961038961034
66000180008,臺中市,大雅區,西寶里,1554,653,785.0,963.0,769.0,-310.0,97.96178343949045,-32.191069574247145
66000180009,臺中市,大雅區,上楓里,2167,838,1037.0,1255.0,1130.0,-417.0,108.96817743490838,-33.22709163346614
66000180014,臺中市,大雅區,大楓里,1604,682,928.0,1026.0,676.0,-344.0,72.84482758620689,-33.528265107212476
66000180015,臺中市,大雅區,雅楓里,1217,438,663.0,665.0,554.0,-227.0,83.55957767722474,-34.13533834586466
66000180002,臺中市,大雅區,員林里,3289,1328,1648.0,1967.0,1641.0,-639.0,99.5752427184466,-32.48601931875953
66000180003,臺中市,大雅區,六寶里,2101,759,1279.0,1116.0,822.0,-357.0,64.26896012509773,-31.989247311827956
66000180004,臺中市,大雅區,秀山里,1195,472,615.0,730.0,580.0,-258.0,94.3089430894309,-35.342465753424655
66000180006,臺中市,大雅區,橫山里,1436,613,816.0,888.0,620.0,-275.0,75.98039215686273,-30.96846846846847
